Price,Model Year,Engine Type,Engine Capacity,Assembly,Body Type,Transmission Type,Registration Status,Car Name
680000,2005,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2400000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2500000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
1700000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2200000,2015,Petrol,1300,Imported,Hatchback,Automatic,Registered,Toyota Vitz
3550000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
11000000,2016,Petrol,1600,Local,Sedan,Automatic,Registered,Mercedes Benz
12600000,2013,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
2400000,2015,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
3200000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1575000,2017,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
7500000,2017,Petrol,2700,Local,SUV,Automatic,Registered,Toyota Fortuner
790000,1998,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
1090000,2004,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1385000,2019,Petrol,660,Local,Hatchback,Manual,Un-Registered,Suzuki Alto
3375000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Toyota Corolla
2100000,1992,Diesel,3200,Imported,SUV,Automatic,Registered,Toyota Prado
1500000,2015,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
3400000,2015,Hybrid,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
2330000,2016,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
2050000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
2600000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
1695000,2011,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1650000,2017,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1475000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2500000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2475000,2014,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2285000,2016,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
675000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1575000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3550000,2016,Petrol,1500,Imported,Sedan,Automatic,Un-Registered,Toyota Corolla
1100000,2014,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
940000,2005,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
2030000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2700000,2018,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
710000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2400000,2012,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
1665000,2016,Petrol,1300,Local,Hatchback,Automatic,Registered,Suzuki Swift
31000000,2015,Petrol,4600,Imported,SUV,Automatic,Un-Registered,Toyota Land
3000000,2016,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
800000,2002,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
1900000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3400000,2017,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
2800000,1997,Diesel,3000,Imported,SUV,Automatic,Registered,Toyota Prado
1250000,2015,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2550000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2250000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
2170000,2017,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
2650000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
2200000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2450000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
2500000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
1385000,2008,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
4025000,2019,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
4255000,2014,Petrol,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
1050000,2019,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1170000,2006,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2300000,2014,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
930000,2001,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
2400000,2015,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
3450000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1630000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
555000,2006,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1320000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1000000,2018,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
3550000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1320000,2015,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2025000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
500000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
2290000,2010,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
2410000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2400000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
3300000,2014,Hybrid,1500,Imported,Cross Over,Automatic,Registered,Honda Vezel
2650000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
4340000,2015,Hybrid,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
325000,1998,Petrol,1300,Imported,Sedan,Manual,Registered,Suzuki Baleno
2265000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2290000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
2450000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2225000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2150000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2295000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2140000,2017,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Passo
1950000,2015,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
2325000,2017,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1020000,2004,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1655000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
670000,1996,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
1800000,2010,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2110000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
3345000,2019,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2750000,2011,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
1690000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
870000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
620000,2019,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
2080000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1700000,2013,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1400000,2008,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
895000,2004,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2590000,2016,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2250000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
800000,2001,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1165000,2013,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
3350000,2018,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
11500000,2011,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
785000,2016,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
7800000,2007,Petrol,4700,Imported,SUV,Automatic,Registered,Toyota Land
700000,2011,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2950000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
3425000,2015,Petrol,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
1600000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
2050000,2016,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
1985000,2017,Petrol,660,Imported,Hatchback,Automatic,Un-Registered,Suzuki Wagon
850000,2012,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Liana
210000,1991,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
1935000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2290000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
510000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
900000,2005,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
340000,1999,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
1125000,2008,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1030000,2006,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
875000,2009,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
365000,1999,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
1800000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
1925000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1440000,2013,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Wagon
2450000,2014,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
4050000,2015,Petrol,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
2550000,2016,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
3195000,2015,Petrol,1800,Imported,Sedan,Automatic,Registered,Honda Civic
2600000,2019,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
2750000,2015,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
4795000,2016,Petrol,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
1850000,2015,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
1400000,2010,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2450000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
1745000,2011,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1550000,2019,Petrol,660,Local,Hatchback,Automatic,Registered,Suzuki Alto
1099000,2006,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
675000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1970000,2012,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
1050000,2007,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
750000,1998,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
800000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
420000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
870000,2005,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
865000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2325000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
950000,2017,Petrol,800,Local,Van,Manual,Registered,Suzuki Bolan
1700000,1990,Diesel,4200,Imported,SUV,Manual,Registered,Toyota Land
2295000,2010,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
860000,2001,Petrol,1500,Local,Sedan,Manual,Registered,Honda City
3150000,2015,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Corolla
370000,1998,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
1495000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
1750000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
665000,2013,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2250000,2015,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
1785000,2017,Petrol,1300,Local,Hatchback,Automatic,Registered,Suzuki Swift
2890000,2015,Petrol,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
1450000,2014,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
4500000,2015,Petrol,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
3150000,2018,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2390000,2016,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
6000000,2010,Petrol,1800,Local,Sedan,Automatic,Registered,Mercedes Benz
2400000,2018,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
4690000,2016,Hybrid,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
1690000,2019,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
14800000,2014,Petrol,2700,Imported,SUV,Automatic,Registered,Toyota Prado
3400000,2017,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
1185000,2005,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2990000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
840000,2015,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
395000,1998,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
1980000,2013,Petrol,1800,Local,Sedan,Manual,Registered,Honda Civic
1250000,2007,Petrol,1300,Imported,Sedan,Manual,Registered,Honda City
1225000,2008,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
1830000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
750000,2011,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
1200000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1040000,2006,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
2150000,2013,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
4400000,1998,Petrol,4700,Imported,SUV,Automatic,Registered,Toyota Land
4600000,2016,Petrol,1800,Imported,Sedan,Automatic,Un-Registered,Toyota Prius
1600000,2016,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
2185000,2013,Petrol,1500,Imported,Hatchback,Automatic,Registered,Toyota Aqua
2450000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2290000,2013,Petrol,1800,Imported,Sedan,Automatic,Registered,Honda Civic
4200000,2015,Hybrid,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
845000,2017,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1625000,2012,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2400000,2018,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
2800000,2015,Hybrid,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
460000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
2190000,2015,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
580000,1994,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
530000,2009,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
735000,2012,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
580000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
1275000,2016,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
950000,2003,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1185000,2013,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
2360000,2016,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1600000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
2800000,2019,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
670000,2006,Petrol,800,Local,Hatchback,Automatic,Registered,Daihatsu Cuore
1375000,2015,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
1250000,2007,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
2450000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
3900000,2018,Hybrid,1500,Imported,Sedan,Automatic,Un-Registered,Toyota Corolla
1495000,2015,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
1220000,2008,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
3900000,2018,Hybrid,1500,Imported,Sedan,Automatic,Un-Registered,Toyota Corolla
3225000,2017,Petrol,1500,Imported,Hatchback,Automatic,Un-Registered,Toyota Aqua
2400000,2018,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
2275000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
1150000,2005,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1680000,2007,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Prius
530000,2004,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2190000,2010,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
2195000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
920000,2002,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
590000,2005,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2850000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2350000,2016,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
950000,2005,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
580000,1995,Petrol,1500,Local,Sedan,Manual,Registered,Honda Civic
1865000,2014,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1850000,2007,Petrol,1500,Imported,Sedan,Automatic,Registered,Toyota Prius
690000,2007,Petrol,660,Imported,Hatchback,Manual,Registered,Daihatsu Cuore
538000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
3700000,2014,Hybrid,1500,Imported,Cross Over,Automatic,Un-Registered,Honda Vezel
625000,2007,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2495000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2265000,2016,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
2250000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
3750000,2017,Hybrid,1500,Imported,Sedan,Automatic,Un-Registered,Toyota Corolla
3350000,2017,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
780000,2007,Petrol,800,Local,Hatchback,Manual,Registered,Daihatsu Cuore
1325000,2006,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1085000,2005,Petrol,1600,Local,Sedan,Automatic,Registered,Honda Civic
1890000,2015,Petrol,1300,Local,Sedan,Manual,Registered,Honda City
868000,2005,Diesel,2000,Local,Sedan,Manual,Registered,Toyota Corolla
1160000,2011,Petrol,1300,Local,Hatchback,Manual,Registered,Suzuki Swift
400000,2004,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
770000,2011,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Alto
2520000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2300000,2018,Petrol,1300,Imported,Sedan,Manual,Registered,Honda City
550000,2008,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2900000,2018,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
950000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1060000,2005,Petrol,1500,Local,Sedan,Automatic,Registered,Honda Civic
2740000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Toyota Corolla
340000,1998,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Khyber
3100000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
1890000,2012,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
2325000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Passo
2450000,2017,Petrol,1000,Imported,Hatchback,Automatic,Un-Registered,Toyota Vitz
2420000,2018,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
950000,2018,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2300000,2010,Petrol,1800,Imported,Sedan,Automatic,Registered,Toyota Prius
1370000,2019,Petrol,660,Local,Hatchback,Manual,Registered,Suzuki Alto
800000,2008,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Cultus
3150000,2016,Petrol,1800,Local,Sedan,Automatic,Registered,Honda Civic
700000,2005,Petrol,1300,Local,Sedan,Manual,Registered,Suzuki Baleno
860000,2004,Petrol,1600,Local,Sedan,Manual,Registered,Honda Civic
1550000,2011,Petrol,1000,Imported,Hatchback,Automatic,Registered,Toyota Vitz
1412000,2011,Petrol,1300,Local,Sedan,Automatic,Registered,Honda City
750000,2000,Petrol,660,Imported,Hatchback,Automatic,Registered,Suzuki Alto
325000,2004,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
1525000,2018,Petrol,1000,Local,Hatchback,Manual,Registered,Suzuki Wagon
900000,2012,Petrol,800,Local,Hatchback,Automatic,Registered,Daihatsu Cuore
2575000,2018,Petrol,1500,Local,Sedan,Automatic,Registered,Honda City
375000,2006,Petrol,800,Local,Hatchback,Manual,Registered,Suzuki Mehran
2450000,2017,Petrol,1300,Local,Sedan,Manual,Registered,Toyota Corolla
2190000,2012,Petrol,1600,Local,Sedan,Automatic,Registered,Toyota Corolla
